org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
networkservicemesh,deployments-k8s+integration-tests+sdk+integration-k8s-kind+cmd-forwarder-vpp+sdk-vpp+cmd-forwarder-sriov+integration-k8s-packet+integration-k8s-gke+cmd-nse-icmp-responder+cmd-nsmgr+sdk-k8s+sdk-kernel+cmd-registry-memory+cmd-nse-vfio+cmd-registry-proxy-dns+cmd-nsc-vpp+cmd-nsmgr-proxy+cmd-nse-icmp-responder-vpp+cmd-registry-k8s+cmd-nsc+sdk-sriov+cmd-nsc-init+integration-k8s-aws+integration-k8s-aks+networkservicemesh+api+cmd-nse-supplier-k8s+gotestmd+integration-interdomain-k8s+cmd-template+cmd-exclude-prefixes-k8s+cmd-admission-webhook-k8s+sdk-vppagent+cloudtest+cmd-map-ip-k8s+cmd-nsc-proxy+cmd-nse-firewall-vpp+cmd-forwarder-vppagent+fanout+cmd-forwarder-ovs+sdk-ovs+examples+release+site+cmd-nse-proxy+.github+test-nsm-bot-permissions+cmd-nsc-monitor,24805,2094,7024,9879,522,23,15165,Network Service Mesh,networkservicemesh.io
pixie-labs,pixie+pixie-docs+pxapi.go+pixie-blog+px.dev+grafana-plugin+pixie-demos+px-dev-website,1308,219,224,744,83,23,782,Pixie,px.dev
layer5io+service-mesh-performance,service-mesh-performance+service-mesh-labs+advanced-istio-service-mesh-workshop+istio-service-mesh-workshop+linkerd-service-mesh-workshop+service-mesh-performance,276,98,76,56,43,23,59,Service Mesh Performance,smp-spec.io
AthenZ+yahoo,athenz+athenz+website+athenz-provider-examples+athenz-metric-prometheus+athenz-aws-cf-setup+athenz-authz-examples+athenz-authority-auth0,1304,361,525,349,66,22,352,Athenz,athenz.io
indeedeng+skooner-k8s,k8dash+skooner+k8dash-website+skooner-website,316,85,54,133,39,22,138,Skooner,skooner.io
telepresenceio,telepresence+telepresence.io,2057,720,331,614,220,21,786,Telepresence,telepresence.io
parallaxsecond,parsec+rust-tss-esapi+parsec-book+parsec-client-go+parsec-tool+rust-cryptoki+parsec-client-rust+community+parsec-interface-rs+rust-psa-crypto+parsec-se-driver+parsec-mock+parsec-operations+parsec-website,2534,1414,530,285,298,20,292,PARSEC,github.com/parallaxsecond/parsec
openkruise,kruise+client-java,874,472,200,84,116,20,86,OpenKruise,openkruise.io
theupdateframework,tuf+specification+taps+go-tuf+theupdateframework.io,2023,1492,251,102,168,19,112,TUF,github.com/theupdateframework.com
bfenetworks,bfe+ingress-bfe,326,59,145,86,32,19,90,BFE,bfe-networks.net
alibaba+v6d-io,libvineyard+v6d+v6d+kubeflow-manifests,1134,251,277,445,151,18,455,Vineyard,v6d.io
awslabs,cdk8s,325,127,53,106,20,18,125,Cloud Deployment Kit for Kubernetes,cdk8s.io
schemahero,schemahero+schemahero-docs,543,71,196,155,39,17,237,SchemaHero,schemahero.io
chubaofs,chubaofs+chubaofs-csi+chubaodb+chubaofs-helm+docs-zh,428,95,182,51,99,16,52,ChubaoFS,chubao.io
brigadecore,brigade+brigade-github-gateway+brigade-sdk-for-js+brigade-www+brigade-sdk-for-rust+charts+kashti+brigade-utils+brigadier+blog+kaniko+community+go-tools+brigade-github-app+brigade-tutorial-config+helm-tools+empty-testbed+brigtest+brigade-vscode+brigade-tutorial-app+brigade-k8s-gateway+brigade-eventgrid-gateway+brigade-bitbucket-gateway+brigade-vsts-gateway+github-gateway-oauth+kind-node+buck,2163,1127,534,292,166,15,336,Brigade,brigade.sh
deislabs+oras-project,oras+oras-www+oras-go+oras,465,186,100,117,49,15,130,ORAS,oras.land
AbsaOSS,k8gb,1897,686,307,731,84,14,820,K8GB,github.com/AbsaOSS/k8gb
virtual-kubelet,systemk+virtual-kubelet+azure-aci+tensile-kube+node-cli+aws-fargate+community+cri+alibabacloud-eci+web,1176,663,226,120,165,14,122,Virtual Kubelet,virtual-kubelet.io
WasmEdge,WasmEdge+www+wasi-test,543,35,147,215,20,13,341,WasmEdge Runtime,wasmedge.org
artifacthub,hub+blog,2054,326,614,770,254,12,860,Artifact Hub,artifacthub.io
opentracing,opentracing-javascript+opentracing-go+opentracing-python+opentracing-cpp+opentracing-php+opentracing-java+opentracing.io+specification+basictracer-python+opentracing-objc+basictracer-go+opentracing-rust+lua-bridge-tracer,154,60,32,17,24,12,38,OpenTracing,opentracing.io
getporter,porter+operator+kubernetes-mixin+az-mixin+terraform-mixin+vscode-extension+helm-mixin+gh-action,1421,640,334,246,187,11,260,Porter,porter.sh
gitops-working-group+fluxcd,gitops-working-group+gitops-working-group+gitops-working-group-old,653,408,60,33,152,11,33,GitOps WG,github.com/fluxcd/gitops-working-group
tricksterproxy+trickstercache,trickster+trickstercache.org+trickster+helm-charts+trickster-docker-images+tricktool+mockster,320,89,92,105,33,11,106,Trickster,tricksterproxy.io
ingraind+redsift+foniod,redbpf+ingraind+redbpf+project+ingraind+build-images+ingraind.org+ingraind-build+project+foniod+ingraind.org+build-images,319,126,80,80,14,11,99,Foniod,ingraind.org
servicemeshinterface,smi-spec+smi-spec.io+smi-controller-sdk+smi-sdk-go+smi-adapter-istio+smi-metrics,208,94,53,33,28,10,33,SMI,smi-spec.io
pixie-labs,microservices-demo+arrow+sock-shop-load-test+t-digest+sock-shop-catalogue+bpftrace,33,5,2,23,0,10,26,pixie-labs,""
piraeusdatastore,piraeus-operator+piraeus+linstor-csi+piraeus-ha-controller+piraeusdatastore.github.io+kubectl-linstor,533,262,123,68,76,9,72,Piraeus-Datastore,piraeus.io
OpenObservability,OpenMetrics+OpenObservability,243,147,42,25,29,6,25,OpenMetrics,openmetrics.io
alibaba,kubedl,215,106,49,38,21,6,39,KubeDL,kubedl.io
kube-vip,kube-vip+kube-vip-cloud-provider,109,49,17,17,26,6,17,kube-vip,kube-vip.io
theupdateframework,notary,118,76,21,7,14,5,7,Notary,github.com/theupdateframework/notary
krator-rs,krator,48,3,12,18,14,5,19,Krator,docs.rs/krator
cni-genie,CNI-Genie,24,13,2,0,9,1,0,CNI-Genie,cni-genie.io
