org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors,pushes
kubernetes-client,kubernetes-client/python,6,4,0,0,2,1,(null),(null),0
nats-io,nats-io/nats-streaming-server,6,0,2,3,0,2,"Ivan Kozlovic,(null),Ivan Kozlovic,Ivan Kozlovic","053116c27f7cefb015ca522af26b33796f5e816a@synadia.com,(null),053116c27f7cefb015ca522af26b33796f5e816a@synadia.com,053116c27f7cefb015ca522af26b33796f5e816a@synadia.com",4
kubernetes,kubernetes/features,5,5,0,0,0,1,(null),(null),0
jaegertracing,jaegertracing/jaeger-client-node,5,2,1,2,0,2,"Won Jun Jang,Won Jun Jang,(null)","cbd0ccc5e3c027e958b8dcbdd36c6842f84bba48@uber.com,cbd0ccc5e3c027e958b8dcbdd36c6842f84bba48@uber.com,(null)",2
coredns,coredns/deployment,5,1,2,1,1,2,"(null),Chris O'Haver","(null),a367e9b7f7c07ef22a5ca567a432ba86224116c1@infoblox.com",1
theupdateframework,theupdateframework/tuf,5,1,1,2,1,3,"pyup-bot,(null),Vladimir Diaz","73a0d062c5c1634235edf63c58628ef4a045c89a@pyup.io,(null),e05ef8eb9a3f729ad5ce4f3c2249115814213f4c@gmail.com",2
fluent,fluent/fluent-logger-php,5,4,1,0,0,1,(null),(null),0
kubernetes,kubernetes/kube-deploy,5,3,0,0,2,1,(null),(null),0
grpc,grpc/grpc-swift,5,3,2,0,0,1,(null),(null),0
cncf,cncf/toc,5,1,1,3,0,2,"Chris Aniszczyk,Chris Aniszczyk,Chris Aniszczyk,(null)","dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com,dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com,dd7679f218adcfb61ba4d739221a7daf0e66e324@gmail.com,(null)",3
kubernetes,kubernetes/heapster,5,4,0,1,0,2,"Sen Lu,(null)","c046cd57c13d6cbe5f67b4dfaf59acc7b16446e0@google.com,(null)",1
kubernetes-client,kubernetes-client/csharp,4,3,1,0,0,1,(null),(null),0
prometheus,prometheus/client_python,4,3,0,0,1,1,(null),(null),0
prometheus,prometheus/common,4,2,1,0,1,1,(null),(null),0
kubernetes-helm,kubernetes-helm/chartmuseum,4,2,0,0,2,1,(null),(null),0
jaegertracing,jaegertracing/jaeger,4,3,1,0,0,1,(null),(null),0
opentracing,opentracing/opentracing-java,4,3,1,0,0,1,(null),(null),0
jaegertracing,jaegertracing/documentation,4,2,1,0,1,1,(null),(null),0
kubernetes-csi,kubernetes-csi/docs,4,2,1,1,0,2,"David Zhu,(null)","c0efbb6aa19e5ea988531bc00ea6dca765ea1b05@google.com,(null)",1
kubernetes-sigs,kubernetes-sigs/kubebuilder,4,0,3,1,0,2,"Phillip Wittrock,(null)","6f591d22447e63fbd3e5dfd519642254dfd888a3@google.com,(null)",1
kubernetes,kubernetes/ingress-gce,4,1,1,1,1,2,"(null),Ashley Gau","(null),0ec9442f520987fc890213f978036391a829b413@gmail.com",1
kubernetes-incubator,kubernetes-incubator/cri-tools,4,1,1,1,1,2,"Lantao Liu,(null)","dc305121c5833463305c9693ce0307ed042bef19@google.com,(null)",1
prometheus,prometheus/docs,4,3,1,0,0,1,(null),(null),0
coredns,coredns/example,4,0,2,2,0,2,"Miek Gieben,Miek Gieben,(null)","080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,080b1d7b13d5f3aedb6e156fc5d05d42fc9b2485@miek.nl,(null)",2
cncf,cncf/devstats,4,2,0,2,0,2,"Lukasz Gryglicki,(null),Lukasz Gryglicki","45692ab76fec20a1f6e01d87756104363138f485@o2.pl,(null),45692ab76fec20a1f6e01d87756104363138f485@o2.pl",2
prometheus,prometheus/alertmanager,3,1,0,0,2,1,(null),(null),0
kubernetes,kubernetes/examples,3,2,0,1,0,2,"Noel Bundick,(null)","e54e37d8476938a6a31549349764007cefcff47a@gmail.com,(null)",1
spiffe,spiffe/spire,3,0,2,1,0,2,"(null),Evan Gilman","(null),b56a73be3c8676ad8d455994d41c9be285e7858f@scytale.io",1
grpc,grpc/grpc-web,3,0,2,1,0,2,"Stanley Cheung,(null)","4f50203b49157f257303ec8f6a13329843d0beca@google.com,(null)",1
kubernetes-incubator,kubernetes-incubator/kube-arbitrator,3,0,2,1,0,2,"(null),Hitoshi Mitake","(null),5b2187c33a904b291d57dc5560a08df5e7ab946d@lab.ntt.co.jp",1
prometheus,prometheus/collectd_exporter,3,2,0,0,1,1,(null),(null),0
nats-io,nats-io/nkeys,3,0,0,3,0,2,"Derek Collison,Derek Collison,Derek Collison","531d09ee7d717b1f1e7b50a061cdb4a1ea469b22@nats.io,531d09ee7d717b1f1e7b50a061cdb4a1ea469b22@nats.io,5f3ca9dac831602e78974c2a50d2b5e43d359dd0@gmail.com",3
weaveworks,weaveworks/cortex,3,1,2,0,0,1,(null),(null),0
nats-io,nats-io/node-nats,3,1,0,1,1,2,"Alberto Ricart,(null)","51eb649e4367ce00474171c9f5243d7df9fa3b6f@synadia.com,(null)",1
opentracing,opentracing/opentracing-cpp,3,2,0,0,1,1,(null),(null),0
envoyproxy,envoyproxy/envoyproxy.github.io,3,0,0,3,0,1,"envoy-docs(travis),envoy-docs(travis),envoy-docs(travis)","037a7aaa361f6d2e0e0f657992028c0ffd35d778@users.noreply.github.com,037a7aaa361f6d2e0e0f657992028c0ffd35d778@users.noreply.github.com,037a7aaa361f6d2e0e0f657992028c0ffd35d778@users.noreply.github.com",3
opentracing,opentracing/opentracing-csharp,3,1,0,0,2,1,(null),(null),0
kubernetes-client,kubernetes-client/python-base,2,2,0,0,0,1,(null),(null),0
fluent,fluent/fluentd-docs,2,0,0,2,0,1,"Masahiro Nakagawa,Masahiro Nakagawa","7b6f9956b505f4c92ccbb03061f043d0f8912595@gmail.com,7b6f9956b505f4c92ccbb03061f043d0f8912595@gmail.com",2
prometheus,prometheus/snmp_exporter,2,2,0,0,0,1,(null),(null),0
fluent,fluent/fluent-bit-kubernetes-logging,2,0,0,2,0,1,"Eduardo Silva,Eduardo Silva","64d446fc68d9ea2627625995d3b5731d6612844d@treasure-data.com,64d446fc68d9ea2627625995d3b5731d6612844d@treasure-data.com",2
open-policy-agent,open-policy-agent/client-python,2,0,0,2,0,1,"repenno,repenno","3ad37aaba9fde8ff2f51a096141bd1fc366fed2d@gmail.com,3ad37aaba9fde8ff2f51a096141bd1fc366fed2d@gmail.com",2
prometheus,prometheus/tsdb,2,2,0,0,0,1,(null),(null),0
envoyproxy,envoyproxy/go-control-plane,2,0,2,0,0,1,(null),(null),0
kubernetes-sigs,kubernetes-sigs/poseidon,2,2,0,0,0,1,(null),(null),0
kubernetes,kubernetes/steering,2,1,0,1,0,2,"sarahnovotny,(null)","fb04a4ba1b17ce6663037fdbc857168b43b2d652@gmail.com,(null)",1
prometheus,prometheus/mysqld_exporter,2,2,0,0,0,1,(null),(null),0
kubernetes,kubernetes/frakti,2,2,0,0,0,1,(null),(null),0
opentracing,opentracing/basictracer-go,2,1,1,0,0,1,(null),(null),0
virtual-kubelet,virtual-kubelet/virtual-kubelet,2,2,0,0,0,1,(null),(null),0
kubernetes-incubator,kubernetes-incubator/external-dns,2,0,1,0,1,1,(null),(null),0
prometheus,prometheus/node_exporter,2,2,0,0,0,1,(null),(null),0
containerd,containerd/project,1,0,0,0,1,1,(null),(null),0
kubernetes,kubernetes/kube-state-metrics,1,0,0,0,1,1,(null),(null),0
grpc,grpc/proposal,1,0,1,0,0,1,(null),(null),0
prometheus,prometheus/client_ruby,1,1,0,0,0,1,(null),(null),0
open-policy-agent,open-policy-agent/opa-istio-plugin,1,0,0,0,1,1,(null),(null),0
kubernetes,kubernetes/contrib,1,1,0,0,0,1,(null),(null),0
jaegertracing,jaegertracing/cpp-client,1,0,0,0,1,1,(null),(null),0
fluent,fluent/fluent-bit-docs,1,0,0,1,0,1,Eduardo Silva,64d446fc68d9ea2627625995d3b5731d6612844d@treasure-data.com,1
kubernetes-helm,kubernetes-helm/community,1,1,0,0,0,1,(null),(null),0
prometheus,prometheus/consul_exporter,1,1,0,0,0,1,(null),(null),0
coredns,coredns/fallback,1,0,1,0,0,1,(null),(null),0
jaegertracing,jaegertracing/jaeger-client-python,1,1,0,0,0,1,(null),(null),0
nats-io,nats-io/prometheus-nats-exporter,1,1,0,0,0,1,(null),(null),0
prometheus,prometheus/graphite_exporter,1,0,0,0,1,1,(null),(null),0
rkt,rkt/rkt,1,0,0,0,1,1,(null),(null),0
kubernetes-csi,kubernetes-csi/drivers,1,1,0,0,0,1,(null),(null),0
opentracing,opentracing/opentracing-objc,1,0,1,0,0,1,(null),(null),0
kubernetes-csi,kubernetes-csi/external-provisioner,1,1,0,0,0,1,(null),(null),0
kubernetes,kubernetes/federation,1,1,0,0,0,1,(null),(null),0
kubernetes,kubernetes/code-generator,1,1,0,0,0,1,(null),(null),0
kubernetes-incubator,kubernetes-incubator/reference-docs,1,0,1,0,0,1,(null),(null),0
kubernetes,kubernetes/node-problem-detector,1,1,0,0,0,1,(null),(null),0
jaegertracing,jaegertracing/xdock-zipkin-brave,1,0,1,0,0,1,(null),(null),0
fluent,fluent/NLog.Targets.Fluentd,1,1,0,0,0,1,(null),(null),0
fluent,fluent/fluentd-website,1,0,0,1,0,1,Masahiro Nakagawa,7b6f9956b505f4c92ccbb03061f043d0f8912595@gmail.com,1
containernetworking,containernetworking/plugins,1,1,0,0,0,1,(null),(null),0
opentracing,opentracing/opentracing-java-v030,1,0,1,0,0,1,(null),(null),0
fluent,fluent/fluent-plugin-s3,1,1,0,0,0,1,(null),(null),0
kubernetes,kubernetes/repo-infra,1,0,0,0,1,1,(null),(null),0
kubernetes,kubernetes/apiextensions-apiserver,1,1,0,0,0,1,(null),(null),0
